kills,damage_dealt,placement,healing_used,revives_given,headshots,assists,tier,plus_minus_points,game_type
19,1621,65,640,3,10,8,Crown,50,Squad
0,365,29,701,4,15,3,Silver,50,Duo
3,1741,21,716,1,6,7,Ace,38,Duo
6,583,5,827,0,5,0,Crown,50,Squad
13,230,18,471,1,13,3,Silver,50,Duo
4,254,71,772,0,17,9,Silver,39,Squad
4,1982,58,425,2,7,7,Crown,2,Duo
6,1850,87,413,3,1,1,Platinum,-11,Squad
14,60,94,924,0,11,6,Crown,46,Squad
16,1862,24,149,3,2,1,Crown,50,Duo
17,1994,24,263,4,12,3,Diamond,50,Solo
5,1166,29,850,0,3,2,Silver,37,Solo
14,209,20,857,2,10,5,Diamond,50,Squad
1,393,75,626,1,11,9,Conqueror,-2,Squad
19,780,45,412,3,17,4,Crown,50,Duo
19,577,34,899,4,4,5,Conqueror,50,Squad
10,1770,42,505,3,10,9,Ace,50,Duo
2,528,46,728,2,9,3,Diamond,43,Squad
0,1943,59,322,0,8,1,Diamond,-17,Duo
5,1004,8,239,1,17,0,Conqueror,50,Solo
0,141,41,749,4,18,2,Diamond,50,Duo
19,655,95,842,4,2,9,Crown,47,Squad
18,628,55,565,3,17,0,Crown,50,Squad
5,103,71,608,1,19,0,Platinum,24,Duo
18,1869,30,977,0,11,8,Ace,50,Solo
19,1876,45,714,3,8,8,Crown,50,Duo
10,1653,76,2,0,16,7,Platinum,42,Solo
12,763,44,327,1,17,9,Gold,50,Solo
11,1434,80,838,3,2,0,Ace,0,Solo
13,175,36,463,2,6,7,Silver,50,Squad
6,397,48,694,3,17,4,Conqueror,50,Duo
18,1977,64,920,1,2,1,Silver,36,Duo
16,706,48,211,2,9,1,Gold,50,Duo
5,692,62,643,2,8,7,Diamond,10,Squad
7,1513,77,240,0,13,5,Platinum,28,Squad
11,653,36,365,3,3,4,Conqueror,50,Squad
1,1340,97,670,3,11,8,Crown,2,Squad
10,858,57,568,2,16,8,Bronze,49,Solo
4,386,24,522,0,5,2,Gold,36,Solo
19,308,67,150,0,5,4,Diamond,44,Duo
18,1287,54,547,2,13,6,Platinum,50,Solo
9,1962,5,454,4,9,6,Silver,50,Squad
7,499,61,617,1,15,2,Platinum,28,Squad
2,1096,81,930,4,5,2,Ace,-18,Solo
12,1602,88,528,2,7,1,Silver,29,Squad
18,1310,98,467,0,5,5,Silver,50,Squad
3,1548,54,521,0,15,6,Gold,21,Duo
17,1999,25,924,3,3,4,Bronze,50,Squad
9,1509,25,680,0,10,8,Conqueror,50,Duo
2,81,69,436,0,11,8,Platinum,9,Solo
16,549,33,557,1,2,9,Bronze,50,Squad
17,126,98,611,2,16,0,Diamond,50,Squad
4,1352,70,594,4,9,5,Gold,9,Duo
12,838,14,68,0,15,5,Bronze,50,Squad
15,85,23,494,4,14,3,Conqueror,50,Squad
9,1860,30,854,4,1,5,Bronze,50,Squad
1,933,3,898,4,3,8,Conqueror,41,Solo
9,1191,86,113,4,13,7,Bronze,38,Solo
3,63,16,66,2,11,6,Platinum,50,Duo
4,1875,31,708,1,6,0,Conqueror,24,Solo
18,1271,17,426,0,2,9,Silver,50,Squad
10,1305,33,486,4,13,1,Platinum,50,Solo
10,747,86,679,1,7,3,Crown,15,Duo
10,1592,44,994,1,16,0,Crown,50,Solo
11,1844,70,884,0,18,6,Platinum,50,Squad
9,1392,92,646,1,9,1,Diamond,16,Squad
14,791,30,515,2,16,6,Crown,50,Solo
14,512,41,723,1,9,6,Gold,50,Squad
9,1560,94,417,4,2,3,Platinum,5,Duo
0,4,84,708,2,11,1,Bronze,-2,Solo
4,871,92,284,0,18,6,Crown,26,Squad
5,614,79,318,4,13,3,Silver,20,Duo
6,1078,8,798,2,8,9,Bronze,50,Squad
7,192,34,192,3,6,8,Gold,50,Squad
2,1060,91,96,0,13,8,Crown,11,Squad
11,550,37,257,0,7,4,Gold,50,Squad
9,167,12,804,3,5,4,Crown,48,Solo
5,596,71,431,2,12,2,Ace,6,Squad
0,144,72,18,4,12,2,Crown,-9,Duo
5,1700,42,442,1,10,5,Ace,50,Duo
14,1984,42,520,4,11,1,Diamond,50,Solo
15,387,80,919,3,15,9,Silver,50,Duo
7,1329,96,370,4,15,2,Bronze,32,Duo
17,198,13,146,4,11,0,Conqueror,50,Solo
17,1002,80,148,4,2,2,Ace,25,Squad
15,1451,32,108,0,13,6,Crown,50,Solo
1,169,72,421,1,13,0,Silver,2,Duo
17,421,84,637,0,15,4,Diamond,50,Squad
0,1874,26,177,2,18,7,Ace,50,Duo
2,1673,35,872,2,11,2,Bronze,50,Duo
10,229,49,943,2,15,5,Bronze,50,Duo
0,741,52,821,1,6,1,Ace,-24,Solo
2,328,12,125,1,0,6,Bronze,30,Solo
4,1544,28,201,2,6,8,Diamond,47,Duo
1,1776,45,217,1,5,2,Ace,23,Squad
1,1688,80,899,1,8,9,Conqueror,-8,Solo
15,1231,82,556,3,0,2,Silver,23,Duo
13,393,13,91,4,8,9,Silver,50,Duo
5,1094,54,843,3,5,2,Gold,-1,Squad
11,1616,86,389,1,1,5,Gold,14,Solo
4,851,36,7,1,7,9,Bronze,50,Solo
10,1790,51,834,1,16,2,Ace,31,Duo
11,1978,28,656,0,5,8,Crown,50,Squad
15,1481,59,964,4,3,8,Bronze,38,Solo
0,40,69,798,0,1,4,Gold,-25,Squad
10,831,70,190,1,6,5,Gold,23,Duo
14,879,36,363,1,6,3,Diamond,50,Squad
10,216,37,754,0,9,6,Silver,50,Duo
18,1428,92,521,1,14,7,Gold,50,Squad
2,816,38,721,0,1,0,Conqueror,8,Solo
14,1076,26,711,3,16,7,Diamond,50,Squad
14,641,22,3,0,8,8,Platinum,50,Duo
4,998,49,410,0,8,0,Platinum,37,Solo
3,234,8,591,2,18,0,Crown,50,Duo
7,1484,48,893,4,14,6,Diamond,50,Duo
9,1323,78,796,1,15,7,Gold,46,Squad
13,1710,50,590,4,18,7,Bronze,50,Duo
9,782,62,918,0,1,9,Silver,17,Duo
19,395,89,194,1,8,8,Platinum,50,Squad
17,680,87,40,0,3,0,Silver,36,Squad
10,280,74,99,3,16,1,Silver,40,Duo
0,510,26,757,1,6,4,Gold,32,Duo
15,713,62,513,3,15,3,Crown,50,Squad
15,1297,22,638,0,3,2,Ace,50,Solo
13,85,70,806,4,9,7,Bronze,50,Squad
3,1038,5,662,1,3,8,Conqueror,50,Squad
17,1164,86,912,2,2,7,Ace,34,Squad
19,563,40,194,0,7,8,Crown,50,Duo
15,1219,91,367,2,14,6,Ace,50,Squad
18,1424,28,9,2,3,2,Conqueror,50,Squad
14,1440,100,795,4,14,4,Platinum,50,Squad
2,1597,43,901,2,17,8,Platinum,50,Duo
5,192,21,684,3,19,6,Bronze,50,Squad
19,882,88,54,2,10,1,Bronze,50,Squad
13,385,54,364,1,9,2,Crown,25,Solo
2,1972,60,732,4,3,8,Conqueror,-16,Solo
7,1993,84,883,3,9,6,Diamond,15,Solo
11,1055,8,221,0,3,5,Diamond,50,Solo
5,1202,6,319,0,1,2,Diamond,50,Squad
16,719,80,258,1,1,0,Diamond,17,Solo
10,55,82,878,1,3,6,Bronze,22,Duo
10,1410,64,396,3,15,8,Silver,50,Squad
4,676,57,36,3,11,0,Ace,-3,Duo
13,471,30,406,2,4,0,Conqueror,50,Duo
9,85,54,596,2,10,8,Gold,30,Solo
14,1310,3,147,0,0,3,Ace,50,Duo
12,978,58,154,4,6,9,Conqueror,22,Solo
7,143,43,628,0,6,0,Silver,50,Duo
16,1966,85,359,1,12,7,Silver,50,Duo
4,1497,39,388,4,18,4,Diamond,50,Squad
4,1041,78,320,1,4,2,Diamond,-12,Squad
15,1262,28,155,4,15,7,Gold,50,Duo
11,1620,37,423,1,2,6,Silver,50,Squad
13,611,34,71,0,4,8,Silver,50,Squad
4,818,78,597,3,6,1,Conqueror,-16,Duo
14,570,10,442,4,16,8,Ace,50,Solo
13,1137,94,273,0,8,2,Silver,37,Squad
2,762,62,127,1,5,1,Gold,-13,Duo
9,418,28,644,2,12,1,Ace,50,Squad
13,1767,94,205,2,3,9,Diamond,26,Solo
14,369,49,679,2,4,0,Crown,50,Solo
6,1906,5,454,3,2,2,Conqueror,50,Duo
8,1575,94,647,1,10,6,Ace,19,Squad
3,437,49,441,4,9,9,Bronze,50,Squad
0,955,3,324,0,19,0,Silver,50,Solo
0,1990,6,966,2,11,8,Platinum,50,Solo
1,1079,43,202,3,3,4,Crown,24,Squad
14,819,18,810,0,8,0,Bronze,50,Squad
3,407,68,127,0,3,7,Bronze,1,Duo
6,990,82,90,2,9,2,Gold,10,Solo
17,1879,72,768,1,12,9,Conqueror,48,Solo
0,823,44,853,1,10,2,Diamond,36,Squad
12,1401,47,812,2,13,0,Silver,50,Solo
7,1836,16,925,2,3,1,Ace,38,Squad
1,798,26,469,4,16,7,Silver,50,Squad
11,777,62,913,2,16,9,Bronze,50,Duo
12,1128,61,981,2,12,3,Ace,33,Squad
13,1590,81,696,0,14,4,Gold,44,Solo
18,311,23,502,1,16,9,Crown,50,Squad
11,1828,26,533,3,17,3,Ace,50,Solo
7,641,85,838,3,19,1,Diamond,30,Duo
3,1221,59,633,0,18,1,Conqueror,8,Squad
7,67,9,273,2,17,1,Crown,50,Solo
11,1797,22,391,4,8,2,Diamond,50,Squad
13,1507,45,491,0,10,7,Silver,50,Duo
5,1162,4,189,2,17,4,Crown,50,Squad
17,1845,99,752,2,10,5,Silver,50,Duo
11,1578,88,297,3,19,8,Diamond,50,Duo
13,1908,47,474,4,7,2,Diamond,50,Squad
16,1000,85,407,3,6,5,Diamond,38,Duo
3,1908,90,892,3,1,8,Diamond,-12,Squad
3,482,94,706,1,19,9,Crown,26,Solo
11,1490,78,274,0,7,4,Conqueror,16,Squad
5,858,42,65,3,12,6,Crown,50,Solo
10,772,61,908,3,18,7,Conqueror,40,Duo
12,534,64,257,2,12,8,Silver,50,Squad
18,428,91,799,4,10,5,Gold,50,Squad
16,1879,99,628,3,18,7,Diamond,50,Squad
18,1080,99,686,1,15,0,Gold,50,Squad
14,1540,5,181,4,17,9,Diamond,50,Duo
4,1820,32,776,3,19,0,Ace,50,Squad
11,312,8,361,1,14,2,Gold,50,Squad
11,1315,63,508,2,14,1,Gold,34,Solo
8,1007,61,816,0,11,7,Silver,35,Squad
7,1154,47,541,0,17,7,Platinum,50,Solo
6,647,20,896,3,14,9,Ace,50,Duo
8,1792,88,607,4,19,3,Platinum,43,Squad
0,55,44,112,1,7,2,Diamond,24,Solo
1,798,87,88,1,18,7,Ace,14,Duo
16,969,63,593,1,8,7,Conqueror,41,Squad
5,1008,62,542,4,10,0,Diamond,2,Duo
9,1061,42,290,3,0,8,Gold,50,Squad
19,1584,54,281,4,9,2,Platinum,50,Duo
15,230,35,283,1,11,5,Conqueror,50,Squad
13,1239,21,738,1,10,1,Conqueror,50,Squad
5,1464,69,402,0,8,9,Gold,16,Solo
12,1615,92,587,1,11,0,Crown,23,Solo
2,1478,35,36,3,17,0,Bronze,50,Duo
14,388,74,678,4,4,6,Gold,33,Duo
11,1002,77,689,3,3,7,Conqueror,11,Squad
17,1762,84,758,1,5,2,Crown,29,Solo
3,1644,74,347,2,14,0,Diamond,5,Squad
14,420,36,46,3,11,0,Crown,50,Duo
11,26,3,191,2,8,3,Conqueror,50,Duo
4,1767,68,303,3,7,4,Gold,3,Duo
4,908,14,233,3,5,4,Conqueror,28,Solo
10,1044,28,335,2,3,8,Platinum,50,Duo
2,865,62,342,2,9,0,Silver,-3,Solo
6,51,78,973,2,10,9,Gold,25,Duo
19,434,50,50,1,16,0,Crown,50,Duo
0,305,62,336,2,6,3,Diamond,-20,Squad
0,1812,74,893,0,6,0,Bronze,-14,Duo
9,317,4,30,1,16,8,Gold,50,Squad
16,527,22,527,2,10,5,Bronze,50,Duo
2,1291,35,314,1,4,2,Ace,22,Duo
6,1833,46,261,1,7,6,Diamond,48,Solo
16,598,54,868,3,0,1,Crown,17,Squad
4,578,44,294,1,15,9,Ace,50,Solo
10,688,36,165,2,5,4,Ace,50,Squad
12,571,35,57,3,14,4,Silver,50,Solo
2,1617,95,854,0,6,8,Platinum,-1,Squad
18,1019,38,547,0,7,0,Gold,50,Solo
10,290,39,359,3,19,7,Silver,50,Duo
0,951,35,90,4,4,8,Diamond,27,Solo
12,1388,4,714,2,12,8,Silver,50,Solo
5,1700,28,566,0,3,6,Ace,36,Duo
17,470,3,489,2,4,5,Bronze,50,Squad
7,726,89,166,0,11,0,Diamond,11,Duo
16,1817,8,950,1,15,5,Ace,50,Squad
5,1603,97,258,0,9,0,Conqueror,-8,Duo
13,475,50,329,4,16,3,Platinum,50,Squad
0,1705,77,827,3,3,2,Gold,-22,Duo
2,188,88,747,1,13,0,Conqueror,-10,Squad
12,1057,83,74,3,16,6,Platinum,50,Squad
6,1828,6,523,3,5,5,Gold,50,Solo
8,555,88,730,1,16,3,Ace,28,Squad
7,263,55,948,2,1,0,Silver,-5,Squad
2,977,42,108,0,15,9,Ace,50,Solo
3,74,11,738,1,8,8,Diamond,50,Squad
1,1276,96,866,3,1,1,Platinum,-24,Solo
2,1004,1,322,0,11,8,Ace,50,Squad
11,1712,6,629,0,4,1,Conqueror,50,Squad
0,1589,2,101,2,17,0,Diamond,50,Duo
14,744,89,502,2,2,4,Bronze,32,Squad
19,1982,80,386,1,4,4,Gold,50,Squad
1,331,77,566,3,3,5,Silver,-12,Duo
14,1220,14,740,4,6,2,Ace,50,Duo
8,1354,68,472,2,2,0,Silver,1,Solo
0,118,5,628,4,9,7,Crown,50,Solo
12,1981,93,494,4,17,1,Silver,44,Solo
12,645,79,749,3,5,9,Diamond,29,Duo
5,262,30,590,4,7,1,Diamond,38,Solo
1,1336,89,176,2,9,7,Diamond,-2,Solo
2,1179,69,422,0,5,3,Platinum,-12,Duo
6,56,55,601,4,6,9,Bronze,18,Solo
19,785,16,62,3,18,8,Diamond,50,Duo
6,1725,63,66,3,12,9,Conqueror,17,Duo
0,1384,32,95,1,3,5,Conqueror,16,Squad
19,743,43,797,1,16,4,Conqueror,50,Squad
15,620,33,175,1,4,2,Bronze,50,Squad
1,225,58,83,0,8,5,Ace,-12,Duo
3,21,55,803,2,2,7,Conqueror,-16,Solo
9,1693,28,843,0,18,9,Diamond,50,Solo
2,828,74,493,2,19,2,Platinum,19,Squad
17,975,57,622,0,15,5,Silver,50,Squad
9,1320,35,701,3,11,1,Silver,50,Squad
9,385,72,608,2,6,3,Bronze,22,Squad
18,1332,62,886,1,9,8,Gold,50,Solo
2,302,3,769,3,13,9,Gold,50,Solo
16,1763,48,320,2,6,5,Gold,50,Squad
9,1548,34,772,0,15,5,Ace,50,Squad
7,1264,68,611,2,14,9,Conqueror,27,Squad
7,1570,81,838,3,10,5,Crown,16,Squad
14,1872,24,181,2,15,1,Ace,50,Duo
11,852,81,152,1,3,2,Conqueror,2,Solo
3,609,58,55,2,19,0,Gold,18,Solo
17,867,40,699,0,17,1,Bronze,50,Duo
3,124,48,272,3,7,0,Bronze,38,Solo
14,623,22,300,2,4,6,Diamond,50,Solo
0,1498,8,72,1,15,7,Platinum,50,Solo
7,217,34,245,2,3,6,Bronze,50,Duo
0,46,57,197,1,14,9,Platinum,13,Squad
17,928,94,130,4,1,8,Diamond,32,Solo
8,217,54,512,4,10,3,Conqueror,10,Squad
12,699,18,140,4,16,4,Gold,50,Solo
7,70,97,759,0,14,7,Bronze,41,Squad
7,510,59,329,2,16,5,Bronze,36,Solo
19,1773,88,773,1,13,4,Gold,50,Duo
3,1586,64,630,3,3,9,Diamond,-5,Squad
8,768,95,303,1,9,5,Platinum,22,Squad
6,404,43,567,3,18,0,Crown,50,Solo
15,613,71,593,3,2,0,Silver,24,Duo
18,486,61,841,2,9,8,Silver,50,Solo
18,1496,82,33,0,12,4,Ace,47,Solo
4,1304,30,23,4,12,9,Silver,50,Duo
18,689,80,471,4,19,0,Crown,50,Solo
16,1236,91,288,2,0,0,Crown,16,Squad
15,1811,66,817,1,9,7,Silver,50,Squad
7,288,15,914,2,4,8,Bronze,50,Solo
5,498,80,780,4,5,2,Conqueror,-14,Squad
6,395,19,594,2,8,7,Bronze,50,Duo
12,1706,65,50,2,2,4,Ace,10,Duo
12,19,44,459,0,3,2,Silver,50,Solo
6,879,70,980,1,8,8,Bronze,21,Solo
8,25,30,647,1,1,3,Ace,34,Solo
5,1934,10,721,3,18,5,Crown,50,Solo
16,222,77,963,1,13,8,Bronze,50,Solo
10,330,2,384,2,0,2,Silver,50,Solo
4,403,68,926,0,12,7,Gold,19,Duo
3,323,89,41,3,7,4,Bronze,4,Duo
14,1991,76,253,1,14,4,Silver,50,Duo
10,1884,24,393,4,10,6,Diamond,50,Squad
14,960,57,246,1,4,7,Crown,28,Duo
15,1357,47,767,3,2,3,Ace,50,Duo
3,772,34,637,1,0,4,Crown,24,Squad
17,764,17,570,0,10,2,Bronze,50,Duo
11,1830,89,958,2,4,0,Gold,13,Duo
14,983,8,703,4,11,0,Ace,50,Duo
3,1536,14,980,4,12,6,Silver,50,Solo
14,67,18,995,3,7,5,Crown,50,Duo
17,403,3,217,1,18,6,Platinum,50,Squad
15,1988,15,388,1,4,8,Crown,50,Squad
13,153,14,720,4,8,7,Ace,50,Duo
15,1871,13,884,0,5,7,Ace,50,Squad
12,1875,84,913,2,14,3,Gold,43,Duo
16,462,61,575,1,18,6,Diamond,50,Duo
4,680,76,392,1,3,4,Gold,-5,Solo
6,1456,41,896,2,17,6,Gold,50,Squad
7,1442,4,584,0,3,0,Crown,50,Solo
0,1512,58,937,2,1,4,Platinum,-28,Squad
6,354,79,78,1,3,3,Bronze,4,Duo
8,1649,4,541,2,5,3,Crown,50,Squad
11,1271,3,388,1,6,3,Diamond,50,Duo
14,1917,67,579,2,17,8,Gold,50,Squad
13,110,88,171,4,8,6,Silver,37,Solo
18,327,20,826,2,7,6,Bronze,50,Squad
2,1896,28,877,4,15,6,Ace,50,Duo
1,1051,53,241,0,5,6,Bronze,-4,Squad
18,1146,83,952,4,4,3,Conqueror,26,Solo
10,37,24,210,4,7,9,Silver,50,Duo
15,581,13,293,3,15,8,Silver,50,Solo
13,622,95,297,2,7,0,Conqueror,14,Duo
13,394,23,206,2,17,0,Gold,50,Duo
16,808,31,258,4,5,9,Conqueror,50,Solo
4,1881,9,769,2,13,6,Ace,50,Solo
15,334,51,488,1,17,5,Bronze,50,Solo
17,1569,2,349,0,18,1,Gold,50,Duo
13,1342,74,63,1,11,1,Bronze,38,Solo
7,190,68,745,4,8,2,Bronze,16,Duo
5,1869,37,842,3,7,2,Gold,43,Solo
17,1458,71,12,0,7,4,Ace,41,Squad
12,480,69,597,2,19,5,Platinum,50,Squad
14,1049,36,112,0,12,6,Silver,50,Squad
12,562,93,661,3,1,4,Silver,17,Solo
1,4,71,128,0,12,1,Platinum,-2,Solo
6,979,66,503,3,18,5,Conqueror,24,Duo
15,385,98,926,1,17,7,Ace,50,Squad
19,1578,13,450,3,13,2,Crown,50,Solo
19,1291,72,790,0,13,5,Conqueror,50,Duo
4,1865,99,968,1,19,8,Diamond,32,Duo
11,86,17,710,4,17,5,Conqueror,50,Squad
12,1471,28,793,1,4,2,Silver,50,Duo
2,765,44,350,0,10,7,Silver,50,Squad
4,290,80,666,1,14,7,Bronze,28,Duo
12,1835,87,642,0,10,2,Ace,24,Duo
11,629,40,979,2,11,6,Platinum,50,Solo
0,1788,99,668,1,12,8,Conqueror,-4,Solo
0,736,59,479,1,1,1,Platinum,-30,Duo
9,1412,4,65,4,14,9,Platinum,50,Solo
13,761,47,856,3,5,2,Diamond,50,Squad
14,1546,97,945,4,17,8,Silver,50,Squad
15,1842,13,173,4,9,6,Gold,50,Solo
17,808,32,412,2,9,9,Crown,50,Duo
19,1425,99,29,1,18,2,Diamond,50,Squad
7,41,47,238,4,1,8,Gold,50,Squad
15,242,62,730,2,14,8,Silver,50,Squad
5,1749,74,523,3,1,1,Bronze,-6,Solo
12,902,1,3,2,4,5,Platinum,50,Squad
15,953,1,595,1,19,6,Diamond,50,Squad
4,468,94,550,3,6,2,Crown,-9,Duo
9,1687,29,100,4,0,8,Crown,50,Squad
19,1681,61,552,2,12,2,Bronze,50,Solo
4,1842,20,547,0,10,7,Conqueror,50,Squad
12,1978,89,13,3,0,9,Bronze,27,Duo
7,1727,36,604,2,12,9,Conqueror,50,Solo
10,1686,11,734,4,17,4,Silver,50,Squad
8,7,34,392,3,9,2,Platinum,50,Solo
17,1405,13,964,0,4,0,Bronze,50,Duo
19,1736,56,770,4,12,0,Gold,50,Solo
8,1502,56,540,3,8,4,Crown,12,Duo
16,1000,15,831,0,18,7,Crown,50,Duo
2,1102,24,894,4,6,7,Platinum,38,Solo
14,282,73,350,1,18,5,Ace,50,Squad
14,1276,74,395,2,0,9,Silver,34,Squad
18,62,76,113,4,12,3,Platinum,50,Squad
5,621,84,84,0,18,1,Crown,21,Squad
7,1385,51,970,1,10,6,Gold,21,Solo
15,1772,95,734,3,8,5,Silver,50,Squad
4,570,86,944,1,11,2,Crown,2,Duo
18,345,17,433,0,18,5,Crown,50,Duo
0,1499,69,484,0,5,6,Conqueror,-21,Solo
13,1171,54,907,2,1,8,Platinum,24,Duo
13,1238,82,961,3,14,6,Conqueror,40,Duo
5,1435,26,169,1,10,9,Diamond,50,Duo
11,1281,85,279,3,4,3,Platinum,16,Duo
18,764,5,333,1,2,1,Silver,50,Solo
18,297,24,664,4,6,3,Diamond,50,Squad
18,1786,84,504,0,9,4,Diamond,50,Squad
14,1684,21,770,4,18,9,Silver,50,Solo
16,341,65,291,1,11,9,Conqueror,48,Duo
16,61,8,258,1,13,6,Ace,50,Squad
10,972,73,709,1,12,5,Crown,26,Solo
17,1715,74,54,0,1,2,Platinum,28,Duo
17,1349,7,179,3,10,3,Gold,50,Duo
6,689,81,249,3,13,7,Ace,18,Solo
10,1727,68,265,2,2,3,Ace,2,Squad
2,1834,87,825,4,3,0,Platinum,-23,Squad
3,219,33,463,1,11,9,Conqueror,50,Squad
16,451,95,937,1,14,7,Conqueror,50,Squad
16,701,93,640,4,17,8,Gold,50,Squad
8,913,55,865,2,18,9,Crown,46,Squad
14,581,50,155,1,16,7,Platinum,50,Duo
18,809,4,340,0,10,8,Platinum,50,Solo
10,1148,5,161,2,1,3,Silver,50,Solo
18,490,47,575,3,11,9,Ace,50,Duo
3,1042,31,906,1,15,7,Conqueror,50,Solo
11,1466,61,21,4,3,5,Bronze,24,Duo
8,1336,61,364,2,14,4,Silver,34,Duo
5,1472,63,299,4,18,5,Diamond,26,Solo
19,1145,50,778,4,14,1,Conqueror,50,Duo
7,1998,93,968,0,6,7,Crown,8,Solo
19,1308,29,481,0,14,9,Bronze,50,Duo
13,1207,74,740,2,12,3,Diamond,38,Duo
2,1037,80,514,4,12,8,Diamond,10,Duo
18,1907,68,989,1,0,7,Platinum,37,Duo
9,939,9,713,3,11,9,Bronze,50,Squad
15,1834,24,485,0,12,7,Crown,50,Duo
12,1598,51,438,2,4,8,Silver,32,Duo
13,747,5,655,2,1,3,Bronze,50,Duo
18,677,93,984,0,15,3,Silver,50,Squad
0,1302,93,801,2,10,1,Gold,-9,Squad
9,852,51,836,3,14,1,Diamond,24,Solo
7,875,16,3,2,10,0,Platinum,50,Solo
4,1551,46,187,1,7,5,Bronze,50,Duo
7,538,81,131,1,4,7,Crown,4,Solo
8,1876,4,581,2,11,7,Silver,50,Squad
13,1043,59,908,2,4,2,Bronze,25,Solo
3,1453,70,13,4,3,8,Conqueror,-14,Duo
7,1341,26,381,4,6,2,Silver,50,Squad
7,1406,49,388,2,19,0,Bronze,50,Duo
2,208,98,273,3,6,8,Conqueror,-11,Duo
11,1307,12,775,4,18,4,Silver,50,Squad
1,263,61,89,0,2,0,Gold,-26,Squad
12,576,36,437,0,16,3,Ace,50,Squad
9,1753,64,412,0,9,6,Silver,32,Squad
18,1332,49,997,3,3,0,Gold,50,Duo
10,868,1,383,3,18,8,Gold,50,Squad
16,1352,32,478,4,15,6,Diamond,50,Squad
2,804,47,391,1,14,2,Crown,42,Solo
15,247,95,105,1,0,5,Conqueror,15,Squad
14,1151,21,886,1,9,5,Ace,50,Squad
0,413,86,416,1,17,0,Bronze,11,Squad
17,145,22,354,4,0,3,Ace,50,Solo
19,1750,64,721,1,1,0,Silver,38,Squad
11,1062,91,792,1,18,5,Crown,46,Duo
18,1043,31,323,2,14,3,Diamond,50,Squad
0,1005,100,749,0,12,4,Bronze,5,Solo
17,1524,70,793,3,9,9,Bronze,50,Squad
10,41,97,89,1,9,4,Bronze,29,Solo
2,115,32,777,3,2,2,Bronze,31,Duo
18,1532,90,387,2,10,1,Silver,50,Duo
12,685,72,707,0,11,1,Gold,30,Solo
11,114,81,959,2,16,1,Conqueror,29,Duo
7,1083,18,844,1,6,4,Crown,44,Solo
12,1111,77,50,4,14,5,Diamond,46,Squad
12,58,3,886,3,9,9,Crown,50,Solo
0,749,59,127,3,13,8,Bronze,14,Duo
6,234,58,997,2,15,3,Diamond,21,Duo
10,332,3,905,1,17,5,Crown,50,Squad
5,683,79,950,3,5,5,Diamond,-1,Squad
19,1654,91,724,1,7,7,Bronze,50,Duo
17,418,39,163,3,9,0,Crown,50,Solo
11,1085,72,360,1,11,2,Gold,35,Squad
5,94,37,692,3,15,4,Diamond,50,Solo
1,1437,51,79,3,15,8,Bronze,24,Squad
12,601,12,147,3,12,8,Conqueror,50,Duo
4,631,2,351,0,14,1,Gold,50,Solo
13,95,19,982,4,14,0,Conqueror,50,Solo
6,962,49,966,2,5,4,Bronze,50,Squad
7,491,55,932,1,5,6,Silver,13,Solo
1,786,84,962,0,14,3,Platinum,5,Duo
4,1642,87,51,0,4,5,Crown,-8,Duo
0,995,61,106,3,16,9,Ace,9,Duo
8,1795,84,812,1,2,7,Platinum,8,Duo
7,617,57,720,2,11,9,Silver,35,Squad
3,1990,41,849,1,15,7,Conqueror,50,Squad
7,1130,1,835,4,17,9,Diamond,50,Squad
5,648,5,866,1,16,9,Silver,50,Duo
19,1667,45,786,0,9,9,Ace,50,Solo
11,614,85,48,2,12,5,Diamond,35,Duo
9,1011,76,821,0,8,4,Gold,22,Duo
2,1472,12,267,1,15,2,Silver,50,Solo
7,616,85,608,1,13,3,Conqueror,13,Duo
18,257,20,817,3,11,2,Ace,50,Duo
16,1680,13,80,0,8,3,Ace,50,Solo
9,560,50,118,4,7,4,Gold,50,Squad
14,80,28,125,4,17,9,Gold,50,Duo
14,451,56,657,2,12,6,Silver,50,Squad
7,1752,63,302,1,15,4,Conqueror,19,Duo
14,718,68,243,3,9,3,Diamond,38,Squad
18,942,34,567,2,11,4,Gold,50,Solo
18,263,80,456,2,10,3,Crown,50,Squad
14,418,74,948,1,10,2,Silver,46,Squad
11,275,90,201,1,14,2,Conqueror,29,Squad
15,807,35,4,1,13,3,Silver,50,Solo
18,1045,50,532,4,7,6,Gold,50,Squad
6,254,86,695,2,9,8,Diamond,16,Duo
0,731,17,458,0,6,5,Platinum,34,Squad
8,1274,66,454,3,7,0,Platinum,8,Squad
3,476,62,612,4,4,6,Gold,-3,Solo
0,1072,3,397,2,10,6,Bronze,50,Solo
18,1716,34,669,2,6,6,Diamond,50,Duo
13,1501,76,351,1,14,4,Crown,38,Solo
16,737,75,50,4,16,9,Silver,50,Solo
1,1122,31,883,3,12,3,Silver,49,Duo
17,781,42,451,2,2,5,Platinum,50,Solo
8,822,37,787,0,12,6,Platinum,50,Solo
14,217,6,864,3,9,0,Bronze,50,Solo
1,76,1,12,4,16,9,Bronze,50,Squad
8,1239,56,319,1,11,7,Diamond,28,Squad
5,1645,47,136,4,9,7,Bronze,50,Squad
12,1496,77,22,2,12,3,Silver,38,Solo
1,749,93,644,0,12,0,Crown,-9,Duo
0,1334,34,836,3,8,7,Ace,30,Solo
